step,regret,reward
0,0.18473303318023682,0.9909379482269287
1,0.241199791431427,0.8156682848930359
2,0.313220739364624,0.8948827981948853
3,0.19125640392303467,1.05807363986969
4,0.17159169912338257,0.98382169008255
5,0.25175344944000244,0.9542566537857056
6,0.11022412776947021,0.9439864158630371
7,0.13043999671936035,1.0192534923553467
8,0.1448003649711609,0.9572271704673767
9,0.3282458782196045,0.807294487953186
10,0.14767253398895264,1.024697184562683
11,0.28461259603500366,0.9681299328804016
12,0.1785752773284912,0.9239230155944824
13,0.24729883670806885,0.8846619129180908
14,0.291018009185791,0.9290931224822998
15,0.08768796920776367,1.0357444286346436
16,0.0,1.290632963180542
17,0.0019450187683105469,1.1858550310134888
18,0.03011500835418701,1.1146559715270996
19,0.13271069526672363,1.0537128448486328
20,0.2997482419013977,0.8165451884269714
21,0.0,1.0846837759017944
22,0.3071136474609375,0.8243156671524048
23,0.14364826679229736,1.0793548822402954
24,0.021613240242004395,1.134160041809082
25,0.17421942949295044,0.9839748740196228
26,0.20376336574554443,0.9395159482955933
27,0.22538542747497559,0.8600914478302002
28,0.1221916675567627,1.042068362236023
29,0.06013685464859009,0.9723452925682068
30,0.4673430323600769,0.770205557346344
31,0.23344355821609497,0.9305840134620667
32,0.11230635643005371,1.1009621620178223
33,0.14486461877822876,0.9846733212471008
34,0.0,1.2150614261627197
35,0.032418012619018555,1.0496242046356201
36,0.0,1.1922084093093872
37,0.07936513423919678,1.0450069904327393
38,0.2611808776855469,0.8758668899536133
39,0.12140679359436035,0.9788068532943726
40,0.20734983682632446,0.8976202607154846
41,0.0,1.1371701955795288
42,0.026808500289916992,1.095877766609192
43,0.48059916496276855,0.73551344871521
44,0.21651124954223633,0.9127624034881592
45,0.0,1.1900370121002197
46,0.2874593138694763,0.904502809047699
47,0.10302126407623291,1.0885224342346191
48,0.16081619262695312,0.9118900299072266
49,0.3882749080657959,0.8071198463439941
50,0.13688433170318604,1.1027414798736572
51,0.10062134265899658,1.0164215564727783
52,0.14064931869506836,1.052383303642273
53,0.260745108127594,0.9467348456382751
54,0.14824485778808594,0.9915895462036133
55,0.022962212562561035,1.0857291221618652
56,0.18970656394958496,1.001551628112793
57,0.42495959997177124,0.8317137360572815
58,0.6738892793655396,0.5092779397964478
59,0.13011324405670166,1.0333473682403564
60,0.3138868808746338,0.8563970327377319
61,0.08675110340118408,1.0264474153518677
62,0.20601791143417358,0.9321419596672058
63,0.34529656171798706,0.9223878979682922
64,0.2028505802154541,0.9223905801773071
65,0.25052356719970703,0.849128007888794
66,0.35910487174987793,0.7815165519714355
67,0.20787209272384644,0.9943917393684387
68,0.0,1.187294840812683
69,0.15697336196899414,0.9317401647567749
70,0.00914144515991211,1.0927937030792236
71,0.44890648126602173,0.74716717004776
72,0.49062782526016235,0.6903132796287537
73,0.1708073616027832,1.0409579277038574
74,0.26903295516967773,0.912152886390686
75,0.40008091926574707,0.8180073499679565
76,0.2995893955230713,0.7931277751922607
77,0.49252182245254517,0.7032062411308289
78,0.010837435722351074,1.0726840496063232
79,0.5951082706451416,0.5881838798522949
80,0.2321988344192505,0.9014692306518555
81,0.18435585498809814,0.915877103805542
82,0.014083504676818848,1.1262482404708862
83,0.2028077244758606,0.8871127963066101
84,0.21214240789413452,0.9244632124900818
85,0.3039577007293701,0.832208514213562
86,0.4319186210632324,0.8915019035339355
87,0.08238375186920166,1.0018869638442993
88,0.10337120294570923,0.9786965250968933
89,0.24498283863067627,0.8449865579605103
90,0.16645222902297974,0.9095446467399597
91,0.18991750478744507,0.9129850268363953
92,0.25866109132766724,0.8301997780799866
93,0.0,1.0608309507369995
94,0.2565540075302124,0.960963249206543
95,0.2330264449119568,0.9586824774742126
96,0.31695228815078735,0.9129875302314758
97,0.45405900478363037,0.7712991237640381
98,0.06933069229125977,1.080548882484436
99,0.13943880796432495,0.978334367275238
100,0.07467162609100342,1.085798740386963
101,0.3493230938911438,0.9402478337287903
102,0.21096688508987427,0.9198302626609802
103,0.3193272352218628,0.81712806224823
104,0.2953035235404968,0.8366758227348328
105,0.0,1.1213569641113281
106,0.3432077169418335,0.7606642246246338
107,0.2298559546470642,0.9191444516181946
108,0.21458065509796143,1.0019502639770508
109,0.3077539801597595,0.8352358937263489
110,0.1728818416595459,0.9153563976287842
111,0.07621109485626221,1.0899271965026855
112,0.3409978151321411,0.9217147827148438
113,0.36807096004486084,0.84428870677948
114,0.18302416801452637,1.0449409484863281
115,0.34203994274139404,0.8076871633529663
116,0.36138564348220825,0.9222386479377747
117,0.0,1.1470935344696045
118,0.029929161071777344,1.069271206855774
119,0.18192052841186523,0.982396125793457
120,0.3457202911376953,0.7913098335266113
121,0.20279145240783691,0.9440592527389526
122,0.39013469219207764,0.8272556066513062
123,0.12303757667541504,0.9724767208099365
124,0.37878602743148804,0.7384911179542542
125,0.44286179542541504,0.7218241691589355
126,0.27088093757629395,0.8704955577850342
127,0.0,1.1431183815002441
128,0.160325288772583,0.9333429336547852
129,0.019702553749084473,1.032507061958313
130,0.04174947738647461,1.1465004682540894
131,0.43812859058380127,0.9202338457107544
132,0.37343060970306396,0.8025270700454712
133,0.21225416660308838,0.9835227727890015
134,0.2683832049369812,0.9064605832099915
135,0.19369935989379883,1.0168896913528442
136,0.15968728065490723,0.9698511362075806
137,0.2638216018676758,0.8887894153594971
138,0.08951646089553833,0.9945176243782043
139,0.2761309742927551,0.9176798462867737
140,0.005155205726623535,1.0963282585144043
141,0.5565270185470581,0.5770578384399414
142,0.2648465037345886,0.8560722470283508
143,0.2465997338294983,0.8609963059425354
144,0.27885669469833374,0.9167621731758118
145,0.062479257583618164,1.085496425628662
146,0.23521190881729126,0.8482373356819153
