epoch,loss,step,training_run
0,1.1668548583984375,0,0
0,1.1551477909088135,1,1
0,0.7525904774665833,2,2
0,0.8375427722930908,3,3
0,0.6567941904067993,4,4
0,0.5380326509475708,5,5
0,0.5845683813095093,6,6
0,0.5004876255989075,7,7
0,0.434795081615448,8,8
0,0.38268810510635376,9,9
0,0.34028205275535583,10,10
0,0.3920579254627228,11,11
0,0.35439160466194153,12,12
0,0.3221924901008606,13,13
0,0.2948252558708191,14,14
0,0.3271167576313019,15,15
0,0.30156832933425903,16,16
0,0.2790895998477936,17,17
0,0.3109298348426819,18,18
0,0.33036285638809204,19,19
0,0.3088083863258362,20,20
0,0.28953003883361816,21,21
0,0.3120424151420593,22,22
0,0.3269193768501282,23,23
0,0.3437349200248718,24,24
0,0.3582557439804077,25,25
0,0.3388407528400421,26,26
0,0.3208805024623871,27,27
0,0.3044685125350952,28,28
0,0.288933128118515,29,29
0,0.2959129214286804,30,30
0,0.29927676916122437,31,31
0,0.3077165186405182,32,32
0,0.2930176854133606,33,33
0,0.30286040902137756,34,34
0,0.2894271910190582,35,35
0,0.2965739369392395,36,36
0,0.3006024658679962,37,37
0,0.3072487711906433,38,38
0,0.2951028048992157,39,39
0,0.2840365469455719,40,40
0,0.2882387042045593,41,41
0,0.29377520084381104,42,42
0,0.2834164798259735,43,43
0,0.2735413908958435,44,44
0,0.2743946611881256,45,45
0,0.26451733708381653,46,46
0,0.2557731568813324,47,47
0,0.24728639423847198,48,48
0,0.2502445876598358,49,49
0,0.24189326167106628,50,50
0,0.2339181900024414,51,51
0,0.22680442035198212,52,52
0,0.22092388570308685,53,53
0,0.22488616406917572,54,54
0,0.21880924701690674,55,55
0,0.22135555744171143,56,56
0,0.21715830266475677,57,57
0,0.21636593341827393,58,58
0,0.21656760573387146,59,59
0,0.2126234471797943,60,60
0,0.20804907381534576,61,61
0,0.20876355469226837,62,62
0,0.20671610534191132,63,63
0,0.20690488815307617,64,64
0,0.20373480021953583,65,65
0,0.20525674521923065,66,66
0,0.20074449479579926,67,67
0,0.19656720757484436,68,68
0,0.1922202855348587,69,69
0,0.18905046582221985,70,70
0,0.1849171668291092,71,71
0,0.1827833652496338,72,72
0,0.18029554188251495,73,73
0,0.18069782853126526,74,74
0,0.18268334865570068,75,75
0,0.18006570637226105,76,76
0,0.17762260138988495,77,77
0,0.1788749247789383,78,78
0,0.17688122391700745,79,79
0,0.17621596157550812,80,80
0,0.17408645153045654,81,81
0,0.17498891055583954,82,82
0,0.17429690062999725,83,83
0,0.17457248270511627,84,84
0,0.17208918929100037,85,85
0,0.16963857412338257,86,86
0,0.1704515814781189,87,87
0,0.16897672414779663,88,88
0,0.1672162115573883,89,89
0,0.1666746288537979,90,90
0,0.16521838307380676,91,91
0,0.16472963988780975,92,92
0,0.16300106048583984,93,93
0,0.16277985274791718,94,94
0,0.1615241914987564,95,95
0,0.1589723825454712,96,96
0,0.15928258001804352,97,97
0,0.1587904840707779,98,98
0,0.15696105360984802,99,99
0,0.15519385039806366,100,100
0,0.12362208962440491,101,100
0,0.15446807444095612,102,101
0,0.02809102274477482,103,101
0,0.15056750178337097,104,102
0,0.14702588319778442,105,102
0,0.15020562708377838,106,103
0,0.10961601138114929,107,103
0,0.14831741154193878,108,104
0,0.16055414080619812,109,104
0,0.14788660407066345,110,105
0,0.14532943069934845,111,105
0,0.15082119405269623,112,106
0,0.07708615809679031,113,106
0,0.14258064329624176,114,107
0,0.16593334078788757,115,107
0,0.14575088024139404,116,108
0,0.12115886807441711,117,108
0,0.1426818072795868,118,109
0,0.15208551287651062,119,109
0,0.14910627901554108,120,110
0,0.10076940804719925,121,110
0,0.14399509131908417,122,111
0,0.13510872423648834,123,111
0,0.135480597615242,124,112
0,0.17797590792179108,125,112
0,0.1353939026594162,126,113
0,0.15687249600887299,127,113
0,0.13116657733917236,128,114
0,0.15955518186092377,129,114
0,0.13651326298713684,130,115
0,0.12975850701332092,131,115
0,0.1356927752494812,132,116
0,0.1312246471643448,133,116
0,0.13506995141506195,134,117
0,0.12150803953409195,135,117
0,0.13289937376976013,136,118
0,0.11425565183162689,137,118
0,0.13489088416099548,138,119
0,0.09854868799448013,139,119
0,0.13393466174602509,140,120
0,0.09448231756687164,141,120
0,0.12630526721477509,142,121
0,0.11916076391935349,143,121
0,0.12282469868659973,144,122
0,0.12460080534219742,145,122
0,0.12509793043136597,146,123
0,0.1025046706199646,147,123
0,0.11587177217006683,148,124
0,0.13301214575767517,149,124
0,0.11590836197137833,150,125
0,0.12279891222715378,151,125
0,0.12070640921592712,152,126
0,0.09379202127456665,153,126
0,0.11139038950204849,154,127
0,0.11509276181459427,155,127
0,0.10501968115568161,156,128
0,0.12540295720100403,157,128
0,0.11137086153030396,158,129
0,0.09252212196588516,159,129
0,0.10123705118894577,160,130
0,0.12007232010364532,161,130
0,0.1110178753733635,162,131
0,0.08750969916582108,163,131
0,0.10194490104913712,164,132
0,0.1212540715932846,165,132
0,0.10917646437883377,166,133
0,0.09859884530305862,167,133
0,0.10483457893133163,168,134
0,0.10187222063541412,169,134
0,0.09686331450939178,170,135
0,0.11852790415287018,171,135
0,0.10703058540821075,172,136
0,0.08496913313865662,173,136
0,0.10038065165281296,174,137
0,0.09228923916816711,175,137
0,0.09922030568122864,176,138
0,0.09133142977952957,177,138
0,0.0944763720035553,178,139
0,0.10032115131616592,179,139
0,0.0900689959526062,180,140
0,0.10140972584486008,181,140
0,0.08672788739204407,182,141
0,0.1026151031255722,183,141
0,0.09188993275165558,184,142
0,0.08608165383338928,185,142
0,0.08683076500892639,186,143
0,0.09189216792583466,187,143
0,0.08486375957727432,188,144
0,0.09076766669750214,189,144
0,0.0898059532046318,190,145
0,0.080276720225811,191,145
0,0.08812857419252396,192,146
0,0.07864954322576523,193,146
0,0.08667966723442078,194,147
0,0.07932250946760178,195,147
0,0.08942896127700806,196,148
0,0.0818365067243576,197,148
0,0.09540194272994995,198,149
0,0.06806037575006485,199,149
0,0.08122281730175018,200,150
0,0.0931735634803772,201,150
0,0.0860166922211647,202,151
0,0.08056172728538513,203,151
0,0.08899760991334915,204,152
0,0.07039335370063782,205,152
0,0.08465323597192764,206,153
0,0.07522421330213547,207,153
0,0.06848800927400589,208,154
0,0.1012389287352562,209,154
0,0.08062540739774704,210,155
0,0.07809658348560333,211,155
0,0.07545195519924164,212,156
0,0.0829792469739914,213,156
0,0.07717566937208176,214,157
0,0.07398154586553574,215,157
0,0.07702768594026566,216,158
0,0.07114174216985703,217,158
0,0.07798449695110321,218,159
0,0.06872174143791199,219,159
0,0.07514312118291855,220,160
0,0.07200493663549423,221,160
0,0.06813692301511765,222,161
0,0.07833438366651535,223,161
0,0.07541229575872421,224,162
0,0.06282827258110046,225,162
0,0.06041056662797928,226,163
0,0.08512350171804428,227,163
0,0.06741361320018768,228,164
0,0.0752885565161705,229,164
0,0.0729999840259552,230,165
0,0.06477823108434677,231,165
0,0.06341540068387985,232,166
0,0.0754014328122139,233,166
0,0.07344577461481094,234,167
0,0.06647831201553345,235,167
0,0.08014377951622009,236,168
0,0.0539264902472496,237,168
0,0.07561510801315308,238,169
0,0.06371613591909409,239,169
0,0.07258494198322296,240,170
0,0.06864722073078156,241,170
